y_neg1,s_neg1,y_pos1,s_pos1,y_neg2,s_neg2,y_pos2,s_pos2
-1.5,0.46091960682783806,-0.5,1.1254277702113935,0.5,0.9668319687254208,1.5,1.9914021847818697
-1.5,0.25861007282724957,-0.5,1.6998789572581252,0.5,0.7860415573120068,1.5,1.8748370200686437
-1.5,0.28023280493414116,-0.5,0.7432107037284963,0.5,0.8163484384448354,1.5,1.6064148198900148
-1.5,0.9061107908783284,-0.5,0.5667292835961817,0.5,0.376434798563676,1.5,1.068461930242514
-1.5,0.7536450134076766,-0.5,0.762255932637264,0.5,0.7779139304061227,1.5,1.256331751744769
-1.5,0.49731532057927064,-0.5,0.7316023811438539,0.5,0.9943251749017621,1.5,1.55929486238322
-1.5,0.6360693779554611,-0.5,1.6700280299720887,0.5,0.6564538818909098,1.5,1.2784044673836907
-1.5,0.3445375300503648,-0.5,0.5200475074104887,0.5,0.6321797330549495,1.5,1.753640138239186
-1.5,0.4554963730261623,-0.5,1.8446343577485393,0.5,0.3457893697398131,1.5,1.6851120106992514
-1.5,0.7060254994468438,-0.5,0.08088338911989057,0.5,0.8883526749900368,1.5,1.407863494082654
-1.5,0.5848147900930316,-0.5,1.1467639853324796,0.5,0.23346663578414462,1.5,1.840629024560559
-1.5,0.20206799322146285,-0.5,1.9627282745640873,0.5,0.8359054114789253,1.5,1.1074164863801577
-1.5,0.7010260130970707,-0.5,1.1731962015810962,0.5,0.2540225694948721,1.5,1.4529501627387231
-1.5,0.7474723899040749,-0.5,0.10033368107007412,0.5,0.35346064021831114,1.5,1.778759017530274
-1.5,0.9933083159790013,-0.5,1.2235807591500771,0.5,0.6663242322739271,1.5,1.7392846165431648
-1.5,0.6438374768119002,-0.5,1.2401971279061361,0.5,0.6412651896030754,1.5,1.4446946221111403
-1.5,0.3558248159980628,-0.5,0.4314235424677966,0.5,0.10365926299555017,1.5,1.978115538873765
-1.5,0.25135175811472554,-0.5,1.1399091803122685,0.5,0.5876755880796021,1.5,1.093973072583233
-1.5,0.7745816544835804,-0.5,1.9312614828673507,0.5,0.19145922351059141,1.5,1.4583376042433323
-1.5,0.5895424938268803,-0.5,0.729411747194757,0.5,0.8175352868576415,1.5,1.7991249987590299
-1.5,0.8648028049744694,-0.5,1.847204190971349,0.5,0.7506458828483458,1.5,1.2733793947849732
-1.5,0.04485178866855355,-0.5,1.5080942068901497,0.5,0.4954248685049518,1.5,1.9352841956448559
-1.5,0.1907908674586607,-0.5,1.3929512538431887,0.5,0.3062064425530153,1.5,1.0532706525930056
-1.5,0.4275667245279706,-0.5,0.062328522999553826,0.5,0.01734457453320548,1.5,1.965477397595062
-1.5,0.024313351885256074,-0.5,0.5598878569729346,0.5,0.874366936266443,1.5,1.6564010047878732
-1.5,0.47411269319677984,-0.5,0.03807835937029225,0.5,0.815398122251038,1.5,1.9573112786552846
-1.5,0.7377229284868185,-0.5,0.7855929322429347,0.5,0.45259594244411505,1.5,1.4845926693038152
-1.5,0.772930823356099,-0.5,0.5579002445447632,0.5,0.3456097889718124,1.5,1.1306684953245711
-1.5,0.6523953109547651,-0.5,1.988993459339667,0.5,0.4824265500037588,1.5,1.5118308947059436
-1.5,0.5242292530883097,-0.5,1.096594613515462,0.5,0.0031878895538068885,1.5,1.7297432571366598
-1.5,0.9154626073544936,-0.5,1.4249234627336667,0.5,0.9448238729136516,1.5,1.274109234432649
-1.5,0.8956242866922606,-0.5,1.4695397956212255,0.5,0.6561067502779101,1.5,1.2791083795410483
-1.5,0.6552071818947733,-0.5,0.7674115021903551,0.5,0.9526723338325542,1.5,1.1410493482553783
-1.5,0.6682868335486487,-0.5,1.3741036068153858,0.5,0.3338589868979931,1.5,1.9648033253959556
-1.5,0.72713442876876,-0.5,1.243490171290162,0.5,0.99656283004835,1.5,1.0134620773634035
-1.5,0.874082316428813,-0.5,1.249952161788935,0.5,0.38601022780136307,1.5,1.0407539534134178
-1.5,0.06009001728861696,-0.5,0.34013318538032555,0.5,0.06829498930989164,1.5,1.4720118135157985
-1.5,0.0011731883199723736,-0.5,0.5362517015836117,0.5,0.768597070685801,1.5,1.6510836132388242
-1.5,0.9282108414449886,-0.5,0.8031445146626037,0.5,0.8258529957274117,1.5,1.2894876095735193
-1.5,0.5001843020805001,-0.5,1.7244247119089247,0.5,0.6803112408422802,1.5,1.3990598319305976
-1.5,0.8611905072946402,-0.5,1.130847006603331,0.5,0.5765073525718962,1.5,1.2697844433349927
-1.5,0.08686635341382387,-0.5,1.5680299609891155,0.5,0.9908235414891899,1.5,1.07030537077089
-1.5,0.6803626951814541,-0.5,1.782177561777647,0.5,0.09194992702653582,1.5,1.4488364903816293
-1.5,0.6833206154439855,-0.5,1.7803949468475762,0.5,0.9277846115693051,1.5,1.1793124599861085
-1.5,0.6542700395520726,-0.5,1.010414385466004,0.5,0.35852228566060873,1.5,1.321839712337977
-1.5,0.7899228368605136,-0.5,0.15557237045203953,0.5,0.7374249516914542,1.5,1.2334004324475758
-1.5,0.9092186918414422,-0.5,0.28094557404480636,0.5,0.3209843652685336,1.5,1.9376562328866211
-1.5,0.07139743973620627,-0.5,1.6198943261124166,0.5,0.29451048084148357,1.5,1.0067288661323732
-1.5,0.02317769227794897,-0.5,0.4473376414583452,0.5,0.13349679922194468,1.5,1.4142015624419697
-1.5,0.7456842262337253,-0.5,1.0054382474066301,0.5,0.3805778005567637,1.5,1.7047216343183678
-1.5,0.8756332330212866,-0.5,0.28628241668649235,0.5,0.45304921450942226,1.5,1.2854550370888325
-1.5,0.10697154218852045,-0.5,1.0565084668023554,0.5,0.13591809688499246,1.5,1.202132825147682
-1.5,0.6320896205421491,-0.5,1.3201237366695584,0.5,0.6260034346269148,1.5,1.4781841339002593
-1.5,0.7478908604517462,-0.5,0.013027984925685576,0.5,0.22271203494617065,1.5,1.5957944554310868
-1.5,0.2060201705219431,-0.5,1.7210096992766681,0.5,0.5048580959852107,1.5,1.1610003747001068
-1.5,0.10943453343347542,-0.5,0.9728405851997013,0.5,0.6324524199313986,1.5,1.5555141151042822
-1.5,0.31515299745417735,-0.5,0.8982257373469307,0.5,0.5907644198972835,1.5,1.552925828491445
-1.5,0.830838457089081,-0.5,0.4135211327830812,0.5,0.5772583821667057,1.5,1.7417916587538325
-1.5,0.7926819552817894,-0.5,1.1144948527468208,0.5,0.2047796942597928,1.5,1.4682789806895193
-1.5,0.7950898416274343,-0.5,1.0914709219025642,0.5,0.0389064387860929,1.5,1.2704184261394862
-1.5,0.44862322218919126,-0.5,0.3310918617397216,0.5,0.6228298555141232,1.5,1.9889242118574808
-1.5,0.7220763629559586,-0.5,0.5561702403331283,0.5,0.7757318344900177,1.5,1.1542900325495582
-1.5,0.3666989712342601,-0.5,0.141366293230631,0.5,0.006552269950201639,1.5,1.1562557583116408
-1.5,0.8342121422689193,-0.5,0.15088394975980535,0.5,0.4058363102092952,1.5,1.960743159599193
-1.5,0.8421855465764798,-0.5,1.3301592162101135,0.5,0.23302824641446573,1.5,1.1255841752281084
-1.5,0.006796596148411993,-0.5,0.9895437073361171,0.5,0.9680185790735465,1.5,1.896186417522296
-1.5,0.7276097275548776,-0.5,1.8060810900247777,0.5,0.26514341636864636,1.5,1.3879510053907707
-1.5,0.3423047621288122,-0.5,1.7044139817686084,0.5,0.6861901858112451,1.5,1.6926682920020408
-1.5,0.4900494133321893,-0.5,1.2968497385712423,0.5,0.5880522330644713,1.5,1.0603719941831795
-1.5,0.230197189112465,-0.5,0.6090030989268636,0.5,0.5724808469876503,1.5,1.2358379355865088
-1.5,0.22815001672592117,-0.5,0.3710438018091953,0.5,0.40923274676502097,1.5,1.6742999198614195
-1.5,0.2896594961876564,-0.5,0.7247575441959317,0.5,0.3260252394325027,1.5,1.0692845871698113
-1.5,0.02553702603059138,-0.5,1.991462002156791,0.5,0.8982551095512836,1.5,1.7419851124159804
-1.5,0.7879436700447433,-0.5,0.9913544410767106,0.5,0.06447463346148696,1.5,1.5305165831866074
-1.5,0.9206186524653177,-0.5,1.333138108045504,0.5,0.6928184566141511,1.5,1.8747005076505503
-1.5,0.9353891536840337,-0.5,0.49170496546308184,0.5,0.1573029872307865,1.5,1.0342956649259636
-1.5,0.5879280830958771,-0.5,0.9755566624868264,0.5,0.911328886799925,1.5,1.2766886873268204
-1.5,0.22558977225212407,-0.5,0.2649223292518661,0.5,0.6303282678387483,1.5,1.5405143601075555
-1.5,0.06898112206549056,-0.5,0.4895962485335956,0.5,0.34883909214198927,1.5,1.1225896357138625
-1.5,0.011176269085811041,-0.5,1.6960967737822443,0.5,0.11517134867029233,1.5,1.5602330706391039
-1.5,0.07622210447414424,-0.5,1.0874604144884756,0.5,0.5503837053948548,1.5,1.0951703770269772
-1.5,0.629338011111815,-0.5,1.010418770245192,0.5,0.9588293736198648,1.5,1.7313781636422512
-1.5,0.011502195933999593,-0.5,0.2706391083942692,0.5,0.3238249664673838,1.5,1.6832119046484677
-1.5,0.37151061226917936,-0.5,1.32049002512974,0.5,0.44795028580109797,1.5,1.6432860586317108
-1.5,0.743350751604269,-0.5,1.7226264487743763,0.5,0.5937380303037505,1.5,1.3310362988422664
-1.5,0.6454842881289047,-0.5,0.9959877360014535,0.5,0.16074402988408476,1.5,1.284590364988861
-1.5,0.5310647966114503,-0.5,1.3588289783443592,0.5,0.444798835556391,1.5,1.2762795347587697
-1.5,0.20434107071851848,-0.5,0.3687454520132585,0.5,0.21663043708115803,1.5,1.334401884731263
-1.5,0.45997735796887707,-0.5,0.5215504891052913,0.5,0.5067037311601263,1.5,1.8688255420109636
-1.5,0.4365971338117274,-0.5,0.8799996184412842,0.5,0.6214494957671932,1.5,1.557592061025594
-1.5,0.5364523366570755,-0.5,1.469884064205428,0.5,1.6726157345434984,1.5,1.1136890056853026
-1.5,0.6182726333658539,-0.5,1.7031186565687935,0.5,1.1410722671952345,1.5,1.0559514259359732
-1.5,0.2606506862134703,-0.5,1.3010841904090271,0.5,1.0372648695906457,1.5,1.2069176580547885
-1.5,0.32980190550826727,-0.5,0.8975158035950765,0.5,1.4871142236374109,1.5,1.4884260944309373
-1.5,0.8471418273466962,-0.5,0.8215923658029647,0.5,1.5155704551136986,1.5,1.8798328892412035
-1.5,0.7337510042809665,-0.5,0.314159114812675,0.5,1.209699896729065,1.5,1.9728788702678248
-1.5,0.38595461206693416,-0.5,0.7706939787780893,0.5,1.5031778589149907,1.5,1.0027509955542115
-1.5,0.02150988010757371,-0.5,1.1855281357236147,0.5,1.7647261212838392,1.5,1.7859483760404558
-1.5,0.9753689030045096,-0.5,1.3058039286838103,0.5,1.5475941104671973,1.5,1.67572700073631
-1.5,0.5514371816488919,-0.5,1.5937329367332431,0.5,1.4044519321399453,1.5,1.3578789112479344
